timestamp,volume,ticks,status,open,low,high,cost,close
2024-05-29 23:08:00,1.94974168,1717024080000,ok,67640.5,67622.0,67640.5,131880.0,67622.0
2024-05-29 23:09:00,0.96205678,1717024140000,ok,67613.5,67601.0,67613.5,65040.0,67601.0
2024-05-29 23:10:00,1.22956245,1717024200000,ok,67600.5,67597.0,67602.5,83120.0,67597.0
2024-05-29 23:11:00,3.06779106,1717024260000,ok,67595.0,67570.5,67595.0,207330.0,67580.5
2024-05-29 23:12:00,1.30599901,1717024320000,ok,67580.5,67577.0,67580.5,88260.0,67577.0
2024-05-29 23:13:00,0.17845888,1717024380000,ok,67577.0,67577.0,67596.0,12060.0,67596.0
2024-05-29 23:14:00,0.00266288,1717024440000,ok,67596.0,67596.0,67596.0,180.0,67596.0
2024-05-29 23:15:00,0.33047314,1717024500000,ok,67596.0,67596.0,67610.0,22340.0,67610.0
2024-05-29 23:16:00,0.00133113,1717024560000,ok,67612.0,67612.0,67612.0,90.0,67612.0
2024-05-29 23:17:00,0.01479027,1717024620000,ok,67612.0,67612.0,67612.0,1000.0,67612.0
2024-05-29 23:18:00,0.09229045,1717024680000,ok,67612.0,67612.0,67613.0,6240.0,67613.0
2024-05-29 23:19:00,5.72835295,1717024740000,ok,67613.0,67613.0,67652.5,387420.0,67640.5
2024-05-29 23:20:00,0.16702424,1717024800000,ok,67641.0,67641.0,67664.0,11300.0,67664.0
2024-05-29 23:21:00,0.0,1717024860000,ok,67664.0,67664.0,67664.0,0.0,67664.0
2024-05-29 23:22:00,0.96716713,1717024920000,ok,67663.5,67652.5,67663.5,65440.0,67652.5
2024-05-29 23:23:00,0.32075376,1717024980000,ok,67653.0,67653.0,67664.5,21700.0,67664.5
2024-05-29 23:24:00,2.54576259,1717025040000,ok,67664.5,67640.0,67664.5,172220.0,67640.0
2024-05-29 23:25:00,1.3928976,1717025100000,ok,67637.5,67627.0,67637.5,94210.0,67627.0
2024-05-29 23:26:00,1.17659553,1717025160000,ok,67627.0,67627.0,67659.0,79570.0,67659.0
2024-05-29 23:27:00,0.0054686,1717025220000,ok,67659.0,67659.0,67659.0,370.0,67659.0
2024-05-29 23:28:00,0.06207644,1717025280000,ok,67659.0,67658.5,67659.0,4200.0,67658.5
2024-05-29 23:29:00,0.77152147,1717025340000,ok,67659.0,67658.5,67659.0,52200.0,67658.5
2024-05-29 23:30:00,10.64126992,1717025400000,ok,67658.5,67585.0,67658.5,719670.0,67606.5
2024-05-29 23:31:00,0.0,1717025460000,ok,67606.5,67606.5,67606.5,0.0,67606.5
2024-05-29 23:32:00,2.16979954,1717025520000,ok,67597.0,67597.0,67627.0,146700.0,67627.0
2024-05-29 23:33:00,3.04298057,1717025580000,ok,67627.0,67596.0,67627.0,205760.0,67596.0
2024-05-29 23:34:00,5.5115053,1717025640000,ok,67596.5,67570.0,67607.5,372570.0,67581.5
2024-05-29 23:35:00,2.60900068,1717025700000,ok,67581.5,67577.0,67581.5,176320.0,67577.0
2024-05-29 23:36:00,1.65282863,1717025760000,ok,67577.0,67564.0,67577.0,111680.0,67564.0
2024-05-29 23:37:00,34.10317318,1717025820000,ok,67564.0,67503.5,67564.0,2302650.0,67535.5
2024-05-29 23:38:00,1.30805655,1717025880000,ok,67535.5,67535.0,67535.5,88340.0,67535.5
2024-05-29 23:39:00,2.11186278,1717025940000,ok,67535.0,67535.0,67541.0,142630.0,67541.0
2024-05-29 23:40:00,0.25567303,1717026000000,ok,67546.0,67546.0,67552.5,17270.0,67552.5
2024-05-29 23:41:00,2.46746568,1717026060000,ok,67552.0,67552.0,67569.5,166690.0,67569.5
2024-05-29 23:42:00,1.45653535,1717026120000,ok,67571.5,67569.5,67571.5,98420.0,67569.5
2024-05-29 23:43:00,1.20216161,1717026180000,ok,67565.5,67565.5,67572.0,81230.0,67571.0
2024-05-29 23:44:00,0.08243365,1717026240000,ok,67569.0,67569.0,67569.5,5570.0,67569.5
2024-05-29 23:45:00,0.95442233,1717026300000,ok,67569.5,67569.5,67570.0,64490.0,67570.0
2024-05-29 23:46:00,0.57643925,1717026360000,ok,67570.0,67570.0,67570.0,38950.0,67570.0
2024-05-29 23:47:00,4.2668429,1717026420000,ok,67570.0,67570.0,67588.0,288320.0,67588.0
2024-05-29 23:48:00,1.56595845,1717026480000,ok,67588.0,67588.0,67588.0,105840.0,67588.0
2024-05-29 23:49:00,2.45593186,1717026540000,ok,67588.0,67584.0,67588.0,165990.0,67584.0
2024-05-29 23:50:00,1.87021904,1717026600000,ok,67584.0,67574.0,67584.0,126390.0,67574.0
2024-05-29 23:51:00,2.00593419,1717026660000,ok,67574.5,67574.5,67574.5,135550.0,67574.5
2024-05-29 23:52:00,2.0859957,1717026720000,ok,67574.5,67574.5,67589.5,140970.0,67589.5
2024-05-29 23:53:00,0.96461473,1717026780000,ok,67600.0,67600.0,67610.0,65210.0,67610.0
2024-05-29 23:54:00,4.22371081,1717026840000,ok,67609.5,67583.0,67609.5,285540.0,67583.0
2024-05-29 23:55:00,1.51788027,1717026900000,ok,67574.5,67574.5,67574.5,102570.0,67574.5
2024-05-29 23:56:00,2.90007243,1717026960000,ok,67574.5,67574.0,67574.5,195970.0,67574.0
2024-05-29 23:57:00,6.50055327,1717027020000,ok,67573.0,67545.5,67573.0,439210.0,67564.0
2024-05-29 23:58:00,0.53129163,1717027080000,ok,67570.0,67570.0,67582.5,35900.0,67582.5
2024-05-29 23:59:00,0.5795922,1717027140000,ok,67582.0,67582.0,67582.0,39170.0,67582.0
2024-05-30 00:00:00,3.60287694,1717027200000,ok,67582.0,67555.5,67582.0,243420.0,67572.0
2024-05-30 00:01:00,0.84754109,1717027260000,ok,67571.5,67571.5,67580.5,57270.0,67580.5
2024-05-30 00:02:00,4.94084763,1717027320000,ok,67580.5,67575.5,67619.0,333930.0,67619.0
2024-05-30 00:03:00,0.77637129,1717027380000,ok,67620.0,67620.0,67628.0,52500.0,67628.0
2024-05-30 00:04:00,1.30251082,1717027440000,ok,67628.0,67628.0,67639.5,88090.0,67639.5
2024-05-30 00:05:00,0.8618706,1717027500000,ok,67639.5,67639.5,67665.5,58310.0,67665.5
2024-05-30 00:06:00,2.17779194,1717027560000,ok,67665.5,67665.5,67678.0,147380.0,67678.0
2024-05-30 00:07:00,11.99780127,1717027620000,ok,67678.0,67678.0,67716.5,812270.0,67687.5
2024-05-30 00:08:00,3.86851082,1717027680000,ok,67687.5,67687.5,67695.5,261860.0,67695.0
2024-05-30 00:09:00,3.41018394,1717027740000,ok,67687.5,67667.0,67687.5,230800.0,67678.5
2024-05-30 00:10:00,13.81058194,1717027800000,ok,67694.0,67694.0,67694.0,934790.0,67694.0
2024-05-30 00:11:00,0.90703351,1717027860000,ok,67693.5,67689.0,67693.5,61400.0,67689.0
2024-05-30 00:12:00,1.37446215,1717027920000,ok,67689.0,67681.0,67689.0,93030.0,67681.0
2024-05-30 00:13:00,1.57489731,1717027980000,ok,67681.0,67669.5,67681.0,106590.0,67669.5
2024-05-30 00:14:00,0.70252697,1717028040000,ok,67670.0,67670.0,67670.0,47540.0,67670.0
2024-05-30 00:15:00,3.94554308,1717028100000,ok,67681.0,67681.0,67740.0,267120.0,67740.0
2024-05-30 00:16:00,5.13034734,1717028160000,ok,67740.0,67740.0,67760.0,347590.0,67759.5
2024-05-30 00:17:00,4.65770042,1717028220000,ok,67759.0,67714.0,67759.0,315530.0,67714.0
2024-05-30 00:18:00,4.64670465,1717028280000,ok,67724.0,67724.0,67749.5,314760.0,67749.5
2024-05-30 00:19:00,2.13922457,1717028340000,ok,67751.5,67722.0,67751.5,144910.0,67722.0
2024-05-30 00:20:00,0.5698418,1717028400000,ok,67703.5,67703.0,67703.5,38580.0,67703.0
2024-05-30 00:21:00,0.42555077,1717028460000,ok,67700.5,67700.5,67700.5,28810.0,67700.5
2024-05-30 00:22:00,0.03425875,1717028520000,ok,67719.5,67719.5,67727.0,2320.0,67727.0
2024-05-30 00:23:00,7.90710681,1717028580000,ok,67726.5,67698.0,67726.5,535430.0,67698.0
2024-05-30 00:24:00,1.62170169,1717028640000,ok,67689.5,67675.0,67689.5,109760.0,67675.0
2024-05-30 00:25:00,0.05171777,1717028700000,ok,67675.0,67675.0,67675.0,3500.0,67675.0
2024-05-30 00:26:00,1.42475064,1717028760000,ok,67675.0,67675.0,67675.0,96420.0,67675.0
2024-05-30 00:27:00,4.63987123,1717028820000,ok,67675.0,67645.0,67675.0,313960.0,67645.0
2024-05-30 00:28:00,0.3712026,1717028880000,ok,67645.0,67645.0,67645.0,25110.0,67645.0
2024-05-30 00:29:00,2.27481352,1717028940000,ok,67645.5,67645.5,67655.5,153890.0,67655.5
2024-05-30 00:30:00,2.88413939,1717029000000,ok,67662.0,67650.0,67662.0,195130.0,67654.0
2024-05-30 00:31:00,0.00280843,1717029060000,ok,67653.5,67653.5,67653.5,190.0,67653.5
2024-05-30 00:32:00,0.04256986,1717029120000,ok,67653.5,67653.5,67653.5,2880.0,67653.5
2024-05-30 00:33:00,2.00704577,1717029180000,ok,67653.5,67645.0,67653.5,135780.0,67645.0
2024-05-30 00:34:00,0.02261808,1717029240000,ok,67645.0,67645.0,67645.0,1530.0,67645.0
2024-05-30 00:35:00,1.18768401,1717029300000,ok,67645.0,67643.5,67645.0,80340.0,67644.0
2024-05-30 00:36:00,3.17847854,1717029360000,ok,67643.5,67620.5,67643.5,214980.0,67620.5
2024-05-30 00:37:00,3.36418718,1717029420000,ok,67620.5,67597.5,67620.5,227470.0,67597.5
2024-05-30 00:38:00,2.69642447,1717029480000,ok,67598.0,67598.0,67621.0,182290.0,67621.0
2024-05-30 00:39:00,12.70602368,1717029540000,ok,67620.5,67620.5,67643.0,859240.0,67642.5
2024-05-30 00:40:00,3.57444668,1717029600000,ok,67634.0,67599.5,67634.0,241710.0,67619.5
2024-05-30 00:41:00,3.06172928,1717029660000,ok,67619.5,67619.5,67635.5,207060.0,67623.0
2024-05-30 00:42:00,2.07074981,1717029720000,ok,67623.0,67614.5,67623.0,140030.0,67614.5
2024-05-30 00:43:00,1.04898649,1717029780000,ok,67614.5,67614.5,67625.0,70930.0,67625.0
2024-05-30 00:44:00,1.58812179,1717029840000,ok,67632.0,67632.0,67650.0,107410.0,67650.0
2024-05-30 00:45:00,1.85685014,1717029900000,ok,67649.5,67641.0,67649.5,125610.0,67641.5
2024-05-30 00:46:00,1.08731741,1717029960000,ok,67650.0,67650.0,67700.0,73590.0,67700.0
2024-05-30 00:47:00,2.08414935,1717030020000,ok,67700.0,67693.0,67700.0,141090.0,67693.0
2024-05-30 00:48:00,3.76900743,1717030080000,ok,67693.5,67678.0,67693.5,255120.0,67682.5
2024-05-30 00:49:00,4.35514186,1717030140000,ok,67682.5,67675.5,67682.5,294760.0,67675.5
2024-05-30 00:50:00,2.02437771,1717030200000,ok,67675.0,67645.0,67675.0,136980.0,67645.0
2024-05-30 00:51:00,1.6097963,1717030260000,ok,67645.0,67632.0,67645.0,108890.0,67632.0
2024-05-30 00:52:00,3.35367127,1717030320000,ok,67623.0,67588.0,67623.0,226710.0,67595.0
2024-05-30 00:53:00,3.75230153,1717030380000,ok,67595.0,67570.0,67595.0,253610.0,67570.0
2024-05-30 00:54:00,8.64046796,1717030440000,ok,67570.0,67497.5,67570.0,583410.0,67498.0
2024-05-30 00:55:00,5.3599171,1717030500000,ok,67498.0,67491.5,67546.0,361880.0,67539.0
2024-05-30 00:56:00,1.70154654,1717030560000,ok,67539.0,67521.0,67539.0,114910.0,67521.0
2024-05-30 00:57:00,0.86250952,1717030620000,ok,67519.5,67502.0,67519.5,58230.0,67512.0
2024-05-30 00:58:00,5.21197707,1717030680000,ok,67499.0,67499.0,67517.5,351890.0,67515.5
2024-05-30 00:59:00,1.51253769,1717030740000,ok,67516.0,67516.0,67526.0,102130.0,67520.0
2024-05-30 01:00:00,1.39046217,1717030800000,ok,67520.0,67520.0,67526.0,93890.0,67526.0
2024-05-30 01:01:00,4.400632,1717030860000,ok,67526.0,67495.5,67526.0,297110.0,67495.5
2024-05-30 01:02:00,11.24771374,1717030920000,ok,67495.0,67444.5,67495.0,758890.0,67444.5
2024-05-30 01:03:00,6.54415073,1717030980000,ok,67444.5,67417.0,67444.5,441290.0,67439.5
2024-05-30 01:04:00,2.0715144,1717031040000,ok,67443.0,67443.0,67445.5,139710.0,67445.5
2024-05-30 01:05:00,1.57967837,1717031100000,ok,67451.0,67448.5,67459.0,106560.0,67448.5
2024-05-30 01:06:00,2.75841386,1717031160000,ok,67460.0,67460.0,67491.0,186120.0,67475.5
2024-05-30 01:07:00,4.4374392,1717031220000,ok,67475.5,67435.0,67475.5,299400.0,67453.5
2024-05-30 01:08:00,0.90869279,1717031280000,ok,67465.5,67465.5,67495.0,61330.0,67473.5
2024-05-30 01:09:00,12.21675606,1717031340000,ok,67472.5,67461.5,67475.0,824260.0,67475.0
2024-05-30 01:10:00,2.43601568,1717031400000,ok,67475.0,67475.0,67546.5,164450.0,67546.5
2024-05-30 01:11:00,3.82494386,1717031460000,ok,67546.5,67546.5,67584.0,258420.0,67574.0
2024-05-30 01:12:00,3.06943258,1717031520000,ok,67573.5,67573.5,67624.5,207460.0,67624.0
2024-05-30 01:13:00,2.16651189,1717031580000,ok,67624.5,67624.5,67650.0,146550.0,67640.5
2024-05-30 01:14:00,1.77998757,1717031640000,ok,67650.0,67643.0,67656.0,120420.0,67643.0
2024-05-30 01:15:00,2.78934208,1717031700000,ok,67643.0,67627.5,67643.0,188660.0,67639.5
2024-05-30 01:16:00,4.40716443,1717031760000,ok,67639.5,67589.5,67639.5,297980.0,67627.5
2024-05-30 01:17:00,1.17777425,1717031820000,ok,67630.5,67587.0,67630.5,79620.0,67587.0
2024-05-30 01:18:00,0.7338376,1717031880000,ok,67588.5,67588.5,67609.5,49600.0,67609.5
2024-05-30 01:19:00,0.16891237,1717031940000,ok,67609.0,67609.0,67609.5,11420.0,67609.5
2024-05-30 01:20:00,0.64239631,1717032000000,ok,67609.5,67609.5,67622.5,43440.0,67622.5
2024-05-30 01:21:00,0.7408823,1717032060000,ok,67622.5,67622.0,67622.5,50100.0,67622.5
2024-05-30 01:22:00,7.46555748,1717032120000,ok,67622.0,67566.5,67622.0,504650.0,67570.5
2024-05-30 01:23:00,0.88243006,1717032180000,ok,67570.0,67556.0,67570.0,59620.0,67556.0
2024-05-30 01:24:00,0.92775854,1717032240000,ok,67554.0,67545.5,67582.0,62670.0,67582.0
2024-05-30 01:25:00,0.53276324,1717032300000,ok,67591.0,67591.0,67591.0,36010.0,67591.0
2024-05-30 01:26:00,4.83655671,1717032360000,ok,67591.5,67573.5,67591.5,326900.0,67573.5
2024-05-30 01:27:00,1.91378158,1717032420000,ok,67571.5,67563.0,67571.5,129310.0,67563.0
2024-05-30 01:28:00,3.24661189,1717032480000,ok,67563.0,67553.0,67587.5,219360.0,67587.5
2024-05-30 01:29:00,6.81935641,1717032540000,ok,67587.0,67554.0,67587.0,460810.0,67571.0
2024-05-30 01:30:00,4.0201331,1717032600000,ok,67585.0,67564.5,67585.0,271670.0,67570.0
2024-05-30 01:31:00,0.67062836,1717032660000,ok,67570.0,67570.0,67585.0,45320.0,67585.0
2024-05-30 01:32:00,0.71465775,1717032720000,ok,67585.0,67584.5,67585.0,48300.0,67585.0
2024-05-30 01:33:00,0.67281231,1717032780000,ok,67596.0,67596.0,67602.5,45480.0,67602.5
2024-05-30 01:34:00,0.02189268,1717032840000,ok,67602.5,67602.5,67602.5,1480.0,67602.5
2024-05-30 01:35:00,0.00547317,1717032900000,ok,67602.5,67602.5,67602.5,370.0,67602.5
2024-05-30 01:36:00,0.10443477,1717032960000,ok,67602.0,67602.0,67602.5,7060.0,67602.5
2024-05-30 01:37:00,1.46228443,1717033020000,ok,67602.5,67602.5,67625.0,98880.0,67625.0
2024-05-30 01:38:00,14.65221674,1717033080000,ok,67625.0,67625.0,67659.0,990860.0,67659.0
2024-05-30 01:39:00,0.1665706,1717033140000,ok,67659.0,67659.0,67659.0,11270.0,67659.0
2024-05-30 01:40:00,0.63701799,1717033200000,ok,67659.0,67659.0,67659.0,43100.0,67659.0
2024-05-30 01:41:00,5.06733473,1717033260000,ok,67660.0,67638.0,67660.0,342820.0,67639.0
2024-05-30 01:42:00,0.00339945,1717033320000,ok,67658.0,67658.0,67658.0,230.0,67658.0
2024-05-30 01:43:00,0.57198494,1717033380000,ok,67658.0,67658.0,67664.5,38700.0,67664.5
2024-05-30 01:44:00,0.03443448,1717033440000,ok,67664.5,67664.5,67669.0,2330.0,67669.0
2024-05-30 01:45:00,0.04994902,1717033500000,ok,67669.0,67669.0,67669.0,3380.0,67669.0
2024-05-30 01:46:00,4.53616734,1717033560000,ok,67668.5,67645.5,67668.5,306930.0,67646.0
2024-05-30 01:47:00,0.18503137,1717033620000,ok,67646.5,67646.5,67665.0,12520.0,67665.0
2024-05-30 01:48:00,0.83950386,1717033680000,ok,67665.0,67665.0,67680.0,56810.0,67680.0
2024-05-30 01:49:00,11.70861162,1717033740000,ok,67680.0,67680.0,67775.5,793150.0,67768.0
2024-05-30 01:50:00,3.93403162,1717033800000,ok,67768.0,67743.0,67780.0,266610.0,67743.0
2024-05-30 01:51:00,1.02846104,1717033860000,ok,67733.5,67719.5,67733.5,69650.0,67721.0
2024-05-30 01:52:00,0.76668777,1717033920000,ok,67739.5,67730.5,67739.5,51930.0,67730.5
2024-05-30 01:53:00,1.89371172,1717033980000,ok,67727.0,67715.0,67727.0,128240.0,67715.0
2024-05-30 01:54:00,0.00310151,1717034040000,ok,67709.0,67709.0,67709.0,210.0,67709.0
2024-05-30 01:55:00,0.19938755,1717034100000,ok,67708.5,67706.0,67708.5,13500.0,67706.0
2024-05-30 01:56:00,0.6203474,1717034160000,ok,67704.0,67704.0,67704.0,42000.0,67704.0
2024-05-30 01:57:00,0.0,1717034220000,ok,67704.0,67704.0,67704.0,0.0,67704.0
2024-05-30 01:58:00,0.70495494,1717034280000,ok,67704.5,67704.5,67709.5,47730.0,67709.5
2024-05-30 01:59:00,0.02096777,1717034340000,ok,67723.0,67723.0,67723.0,1420.0,67723.0
2024-05-30 02:00:00,0.57155641,1717034400000,ok,67723.0,67723.0,67734.5,38710.0,67734.5
2024-05-30 02:01:00,2.31785371,1717034460000,ok,67734.5,67710.0,67737.0,156990.0,67737.0
2024-05-30 02:02:00,0.71586933,1717034520000,ok,67737.0,67737.0,67765.0,48500.0,67764.5
2024-05-30 02:03:00,0.75161937,1717034580000,ok,67764.5,67764.5,67776.0,50940.0,67776.0
2024-05-30 02:04:00,1.24943404,1717034640000,ok,67776.0,67766.5,67776.0,84680.0,67775.5
2024-05-30 02:05:00,13.26700499,1717034700000,ok,67776.0,67776.0,67870.0,899780.0,67870.0
2024-05-30 02:06:00,14.11972397,1717034760000,ok,67870.0,67810.0,67887.0,958290.0,67821.0
2024-05-30 02:07:00,0.74898182,1717034820000,ok,67835.0,67821.5,67835.0,50800.0,67827.0
2024-05-30 02:08:00,1.16850648,1717034880000,ok,67839.5,67839.5,67872.5,79290.0,67872.5
2024-05-30 02:09:00,42.8693073,1717034940000,ok,67872.5,67855.0,67875.0,2909320.0,67859.0
2024-05-30 02:10:00,23.75000764,1717035000000,ok,67859.0,67831.0,67859.5,1611430.0,67844.0
2024-05-30 02:11:00,0.82604785,1717035060000,ok,67844.0,67830.5,67844.0,56040.0,67830.5
2024-05-30 02:12:00,5.92766074,1717035120000,ok,67821.0,67821.0,67842.5,402080.0,67821.0
2024-05-30 02:13:00,0.00398113,1717035180000,ok,67820.0,67820.0,67820.0,270.0,67820.0
2024-05-30 02:14:00,0.0,1717035240000,ok,67820.0,67820.0,67820.0,0.0,67820.0
2024-05-30 02:15:00,6.16094945,1717035300000,ok,67820.0,67820.0,67835.5,417890.0,67835.5
2024-05-30 02:16:00,1.59922624,1717035360000,ok,67836.0,67836.0,67890.0,108540.0,67890.0
2024-05-30 02:17:00,3.49507307,1717035420000,ok,67890.0,67890.0,67941.5,237360.0,67941.5
2024-05-30 02:18:00,15.75237967,1717035480000,ok,67941.5,67941.5,67971.0,1070440.0,67943.5
2024-05-30 02:19:00,5.53231183,1717035540000,ok,67943.5,67924.5,67943.5,375860.0,67930.0
2024-05-30 02:20:00,1.63798559,1717035600000,ok,67940.5,67940.5,67962.5,111300.0,67962.5
2024-05-30 02:21:00,3.65634151,1717035660000,ok,67963.0,67949.0,67970.5,248480.0,67953.0
2024-05-30 02:22:00,2.50547379,1717035720000,ok,67953.0,67942.5,67971.0,170260.0,67971.0
2024-05-30 02:23:00,7.65338428,1717035780000,ok,67971.0,67968.0,67971.0,520200.0,67968.5
2024-05-30 02:24:00,28.83780656,1717035840000,ok,67970.5,67968.5,68024.0,1960460.0,68024.0
2024-05-30 02:25:00,15.92673515,1717035900000,ok,68024.0,68002.5,68030.0,1083420.0,68002.5
2024-05-30 02:26:00,6.95402014,1717035960000,ok,67996.0,67976.0,67996.0,472730.0,67982.0
2024-05-30 02:27:00,10.84284713,1717036020000,ok,67982.5,67982.5,68065.0,737690.0,68036.0
2024-05-30 02:28:00,1.008056,1717036080000,ok,68036.0,68036.0,68051.0,68590.0,68051.0
2024-05-30 02:29:00,1.76778909,1717036140000,ok,68051.0,68051.0,68057.0,120300.0,68057.0
2024-05-30 02:30:00,11.71866393,1717036200000,ok,68056.5,68024.5,68092.5,797530.0,68092.5
2024-05-30 02:31:00,21.79918001,1717036260000,ok,68094.5,68051.0,68149.0,1484500.0,68149.0
2024-05-30 02:32:00,20.91222199,1717036320000,ok,68148.5,68112.0,68149.5,1424910.0,68113.0
2024-05-30 02:33:00,10.77922553,1717036380000,ok,68112.5,68030.0,68112.5,733470.0,68062.5
2024-05-30 02:34:00,2.79611401,1717036440000,ok,68055.0,68048.5,68073.5,190300.0,68073.5
2024-05-30 02:35:00,3.97019178,1717036500000,ok,68080.0,68040.5,68080.0,270240.0,68040.5
2024-05-30 02:36:00,1.18789641,1717036560000,ok,68040.0,68020.5,68040.0,80810.0,68020.5
2024-05-30 02:37:00,4.53236047,1717036620000,ok,68030.0,68030.0,68073.0,308430.0,68037.0
2024-05-30 02:38:00,7.94880869,1717036680000,ok,68037.5,68026.0,68073.0,540820.0,68073.0
2024-05-30 02:39:00,1.74692668,1717036740000,ok,68076.0,68047.0,68076.0,118920.0,68047.0
2024-05-30 02:40:00,2.15904069,1717036800000,ok,68047.0,68009.5,68047.0,146880.0,68009.5
2024-05-30 02:41:00,2.4336681,1717036860000,ok,68007.0,67990.5,68020.5,165490.0,68020.5
2024-05-30 02:42:00,1.93757808,1717036920000,ok,68020.5,68001.5,68020.5,131790.0,68019.0
2024-05-30 02:43:00,1.61301707,1717036980000,ok,68003.0,68003.0,68003.0,109690.0,68003.0
2024-05-30 02:44:00,0.00058821,1717037040000,ok,68003.0,68003.0,68003.0,40.0,68003.0
2024-05-30 02:45:00,2.11498936,1717037100000,ok,68003.5,67980.0,68025.5,143840.0,67980.0
2024-05-30 02:46:00,14.03780668,1717037160000,ok,67980.0,67918.5,67980.0,954020.0,67952.5
2024-05-30 02:47:00,1.72222875,1717037220000,ok,67952.5,67917.0,67953.0,116980.0,67918.0
2024-05-30 02:48:00,7.70388629,1717037280000,ok,67918.0,67918.0,67994.0,523600.0,67994.0
2024-05-30 02:49:00,3.4863084,1717037340000,ok,67994.0,67973.0,67994.0,237000.0,67974.0
2024-05-30 02:50:00,2.44631028,1717037400000,ok,67960.0,67960.0,67966.0,166260.0,67965.5
2024-05-30 02:51:00,1.9324044,1717037460000,ok,67981.0,67965.5,67981.5,131350.0,67977.0
2024-05-30 02:52:00,0.7536191,1717037520000,ok,67976.5,67945.0,67976.5,51220.0,67945.0
2024-05-30 02:53:00,0.06387476,1717037580000,ok,67945.0,67945.0,67945.5,4340.0,67945.0
2024-05-30 02:54:00,1.95887755,1717037640000,ok,67945.0,67945.0,67956.5,133110.0,67956.5
2024-05-30 02:55:00,1.11493675,1717037700000,ok,67955.5,67955.5,67964.5,75770.0,67964.5
2024-05-30 02:56:00,1.07667547,1717037760000,ok,67964.0,67943.0,67964.0,73170.0,67943.0
2024-05-30 02:57:00,1.32714362,1717037820000,ok,67943.0,67903.5,67943.0,90140.0,67913.5
2024-05-30 02:58:00,0.97182581,1717037880000,ok,67913.0,67913.0,67913.5,66000.0,67913.0
2024-05-30 02:59:00,0.31794259,1717037940000,ok,67906.0,67903.0,67906.0,21590.0,67903.0
2024-05-30 03:00:00,3.07604329,1717038000000,ok,67903.0,67888.0,67903.0,208850.0,67888.5
2024-05-30 03:01:00,2.47191961,1717038060000,ok,67888.5,67888.5,67911.5,167840.0,67911.5
2024-05-30 03:02:00,1.84827768,1717038120000,ok,67911.5,67897.5,67925.5,125540.0,67897.5
2024-05-30 03:03:00,3.20279477,1717038180000,ok,67891.0,67891.0,67950.5,217540.0,67950.5
2024-05-30 03:04:00,0.8379652,1717038240000,ok,67950.5,67950.0,67950.5,56940.0,67950.5
2024-05-30 03:05:00,1.46675926,1717038300000,ok,67950.0,67928.5,67950.0,99660.0,67928.5
2024-05-30 03:06:00,0.9205213,1717038360000,ok,67928.5,67928.5,67929.0,62530.0,67929.0
2024-05-30 03:07:00,3.73246666,1717038420000,ok,67928.5,67918.0,67928.5,253540.0,67918.0
2024-05-30 03:08:00,4.65459305,1717038480000,ok,67918.0,67890.5,67918.5,316080.0,67891.5
2024-05-30 03:09:00,0.37663257,1717038540000,ok,67892.0,67885.0,67892.0,25570.0,67885.0
2024-05-30 03:10:00,1.98996333,1717038600000,ok,67880.0,67861.5,67880.0,135060.0,67865.5
