,volume,ticks,status,open,low,high,cost,close,timestamp,instrument_name,resolution
63,1721.32093435,1699549200000,ok,36353.0,36012.0,36730.0,62529080.0,36650.5,2023-11-09 17:00:00,BTC-PERPETUAL,60
64,509.61319911,1699552800000,ok,36644.0,36341.5,36644.0,18596180.0,36384.5,2023-11-09 18:00:00,BTC-PERPETUAL,60
65,492.5559502,1699556400000,ok,36381.5,36170.5,36459.5,17877590.0,36404.0,2023-11-09 19:00:00,BTC-PERPETUAL,60
66,964.83746559,1699560000000,ok,36404.5,36161.5,36615.5,35085740.0,36571.5,2023-11-09 20:00:00,BTC-PERPETUAL,60
67,994.01122665,1699563600000,ok,36566.0,36461.0,36771.0,36391390.0,36545.0,2023-11-09 21:00:00,BTC-PERPETUAL,60
68,499.88669272,1699567200000,ok,36545.0,36518.5,36763.0,18302120.0,36579.5,2023-11-09 22:00:00,BTC-PERPETUAL,60
69,516.83091002,1699570800000,ok,36574.0,36529.0,36800.0,18946040.0,36718.5,2023-11-09 23:00:00,BTC-PERPETUAL,60
70,865.6717197,1699574400000,ok,36725.5,36509.0,36785.5,31742720.0,36516.0,2023-11-10 00:00:00,BTC-PERPETUAL,60
71,385.94376126,1699578000000,ok,36523.5,36474.0,36745.5,14130560.0,36725.0,2023-11-10 01:00:00,BTC-PERPETUAL,60
72,405.74077417,1699581600000,ok,36725.0,36638.0,36903.0,14916350.0,36893.0,2023-11-10 02:00:00,BTC-PERPETUAL,60
73,403.92436187,1699585200000,ok,36889.5,36750.0,36952.5,14889040.0,36765.5,2023-11-10 03:00:00,BTC-PERPETUAL,60
74,390.58935427,1699588800000,ok,36765.0,36670.5,36841.5,14359120.0,36825.5,2023-11-10 04:00:00,BTC-PERPETUAL,60
75,248.0708485,1699592400000,ok,36825.0,36684.0,36833.0,9113550.0,36784.5,2023-11-10 05:00:00,BTC-PERPETUAL,60
76,332.83356699,1699596000000,ok,36786.0,36612.5,36796.0,12207520.0,36634.5,2023-11-10 06:00:00,BTC-PERPETUAL,60
77,1636.23590355,1699599600000,ok,36635.0,36454.0,36716.0,59794240.0,36465.5,2023-11-10 07:00:00,BTC-PERPETUAL,60
78,1224.04651235,1699603200000,ok,36465.5,36339.0,36549.5,44627150.0,36547.5,2023-11-10 08:00:00,BTC-PERPETUAL,60
79,362.5711315,1699606800000,ok,36547.5,36494.0,36589.0,13245780.0,36584.0,2023-11-10 09:00:00,BTC-PERPETUAL,60
80,326.59367709,1699610400000,ok,36584.0,36527.5,36779.0,11964890.0,36767.0,2023-11-10 10:00:00,BTC-PERPETUAL,60
81,962.07719196,1699614000000,ok,36775.5,36774.0,37161.5,35592090.0,37097.0,2023-11-10 11:00:00,BTC-PERPETUAL,60
82,846.29758964,1699617600000,ok,37100.0,36850.5,37236.5,31328860.0,37216.0,2023-11-10 12:00:00,BTC-PERPETUAL,60
83,665.62946455,1699621200000,ok,37217.5,36930.5,37287.0,24728410.0,36989.5,2023-11-10 13:00:00,BTC-PERPETUAL,60
84,762.84566156,1699624800000,ok,36993.5,36855.0,37188.0,28231400.0,37095.0,2023-11-10 14:00:00,BTC-PERPETUAL,60
85,754.14901455,1699628400000,ok,37095.0,36960.5,37209.0,27977130.0,37108.5,2023-11-10 15:00:00,BTC-PERPETUAL,60
86,1379.39106665,1699632000000,ok,37104.5,37104.5,37483.5,51521090.0,37407.0,2023-11-10 16:00:00,BTC-PERPETUAL,60
87,446.91361563,1699635600000,ok,37407.5,37174.0,37457.0,16667660.0,37226.0,2023-11-10 17:00:00,BTC-PERPETUAL,60
88,226.25133237,1699639200000,ok,37225.5,37183.0,37322.0,8432820.0,37270.0,2023-11-10 18:00:00,BTC-PERPETUAL,60
89,262.59996056,1699642800000,ok,37276.5,37241.5,37459.5,9807240.0,37267.0,2023-11-10 19:00:00,BTC-PERPETUAL,60
90,518.19648782,1699646400000,ok,37265.5,37103.0,37308.5,19283320.0,37263.0,2023-11-10 20:00:00,BTC-PERPETUAL,60
91,262.47235134,1699650000000,ok,37259.5,37232.5,37408.5,9803120.0,37300.5,2023-11-10 21:00:00,BTC-PERPETUAL,60
92,603.91182599,1699653600000,ok,37300.0,37189.5,37573.0,22587040.0,37393.5,2023-11-10 22:00:00,BTC-PERPETUAL,60
93,263.69792238,1699657200000,ok,37388.0,37324.0,37523.0,9864070.0,37325.0,2023-11-10 23:00:00,BTC-PERPETUAL,60
94,215.24005042,1699660800000,ok,37335.5,37262.0,37421.0,8037660.0,37326.0,2023-11-11 00:00:00,BTC-PERPETUAL,60
95,474.18033761,1699664400000,ok,37326.0,37028.0,37345.0,17611720.0,37088.0,2023-11-11 01:00:00,BTC-PERPETUAL,60
96,417.74677277,1699668000000,ok,37088.0,36918.0,37141.5,15468380.0,37131.5,2023-11-11 02:00:00,BTC-PERPETUAL,60
97,99.35837704,1699671600000,ok,37131.5,37065.5,37145.5,3687750.0,37073.5,2023-11-11 03:00:00,BTC-PERPETUAL,60
98,137.77285682,1699675200000,ok,37073.5,36957.5,37114.0,5104220.0,37106.0,2023-11-11 04:00:00,BTC-PERPETUAL,60
99,207.5498882,1699678800000,ok,37095.5,37072.5,37170.0,7707680.0,37109.5,2023-11-11 05:00:00,BTC-PERPETUAL,60
100,105.98574181,1699682400000,ok,37109.5,37035.0,37174.0,3932480.0,37119.0,2023-11-11 06:00:00,BTC-PERPETUAL,60
101,682.3297399,1699686000000,ok,37126.5,36967.5,37146.0,25283940.0,37035.5,2023-11-11 07:00:00,BTC-PERPETUAL,60
102,390.97803049,1699689600000,ok,37035.0,36953.5,37071.5,14466050.0,36999.5,2023-11-11 08:00:00,BTC-PERPETUAL,60
103,385.66219407,1699693200000,ok,36999.5,36958.5,37083.0,14278560.0,37051.0,2023-11-11 09:00:00,BTC-PERPETUAL,60
104,103.64251135,1699696800000,ok,37050.5,36983.5,37050.5,3836870.0,37027.0,2023-11-11 10:00:00,BTC-PERPETUAL,60
105,110.19613424,1699700400000,ok,37027.0,36941.5,37046.5,4077880.0,37024.5,2023-11-11 11:00:00,BTC-PERPETUAL,60
106,174.32279393,1699704000000,ok,37020.5,36991.5,37159.0,6467280.0,37129.5,2023-11-11 12:00:00,BTC-PERPETUAL,60
107,168.9001983,1699707600000,ok,37129.5,37096.5,37225.0,6275830.0,37168.5,2023-11-11 13:00:00,BTC-PERPETUAL,60
108,215.2247014,1699711200000,ok,37174.0,37159.5,37303.0,8016790.0,37277.0,2023-11-11 14:00:00,BTC-PERPETUAL,60
109,151.8099596,1699714800000,ok,37273.0,37070.5,37273.0,5640370.0,37090.5,2023-11-11 15:00:00,BTC-PERPETUAL,60
110,120.71434565,1699718400000,ok,37090.5,37090.5,37203.0,4486160.0,37158.5,2023-11-11 16:00:00,BTC-PERPETUAL,60
111,121.14472467,1699722000000,ok,37158.5,37066.5,37189.5,4497380.0,37137.5,2023-11-11 17:00:00,BTC-PERPETUAL,60
112,65.11320164,1699725600000,ok,37136.0,37109.0,37165.0,2418580.0,37143.5,2023-11-11 18:00:00,BTC-PERPETUAL,60
113,74.19464592,1699729200000,ok,37143.0,37117.0,37200.0,2757970.0,37179.0,2023-11-11 19:00:00,BTC-PERPETUAL,60
114,274.01279321,1699732800000,ok,37179.5,36999.5,37179.5,10150470.0,37024.5,2023-11-11 20:00:00,BTC-PERPETUAL,60
115,181.91851925,1699736400000,ok,37022.0,36940.0,37100.5,6732290.0,37005.0,2023-11-11 21:00:00,BTC-PERPETUAL,60
116,651.33582861,1699740000000,ok,37003.5,36656.5,37022.0,23995320.0,36924.5,2023-11-11 22:00:00,BTC-PERPETUAL,60
117,260.06898817,1699743600000,ok,36924.0,36814.0,37176.5,9615500.0,37161.5,2023-11-11 23:00:00,BTC-PERPETUAL,60
118,310.7265814,1699747200000,ok,37161.5,36752.5,37202.5,11487760.0,36930.0,2023-11-12 00:00:00,BTC-PERPETUAL,60
119,108.00882039,1699750800000,ok,36930.0,36867.5,37023.5,3991460.0,36985.5,2023-11-12 01:00:00,BTC-PERPETUAL,60
120,278.27051354,1699754400000,ok,36983.5,36883.0,37030.0,10282000.0,36929.0,2023-11-12 02:00:00,BTC-PERPETUAL,60
121,141.56781167,1699758000000,ok,36928.5,36895.5,37017.0,5234340.0,37011.0,2023-11-12 03:00:00,BTC-PERPETUAL,60
122,72.31301313,1699761600000,ok,37016.0,36952.0,37045.5,2677010.0,37037.0,2023-11-12 04:00:00,BTC-PERPETUAL,60
123,79.78940394,1699765200000,ok,37037.0,36990.0,37144.0,2957930.0,37144.0,2023-11-12 05:00:00,BTC-PERPETUAL,60
124,179.55977267,1699768800000,ok,37143.5,37115.5,37194.5,6672280.0,37180.5,2023-11-12 06:00:00,BTC-PERPETUAL,60
125,142.62872026,1699772400000,ok,37176.0,37144.0,37203.0,5302400.0,37152.5,2023-11-12 07:00:00,BTC-PERPETUAL,60
126,193.50740009,1699776000000,ok,37153.0,37088.5,37156.0,7183940.0,37124.5,2023-11-12 08:00:00,BTC-PERPETUAL,60
127,47.4511339,1699779600000,ok,37128.5,37063.5,37137.0,1760550.0,37091.0,2023-11-12 09:00:00,BTC-PERPETUAL,60
128,49.80450938,1699783200000,ok,37091.5,37066.0,37155.5,1848080.0,37124.0,2023-11-12 10:00:00,BTC-PERPETUAL,60
129,57.20489482,1699786800000,ok,37128.0,37089.0,37145.0,2123760.0,37089.0,2023-11-12 11:00:00,BTC-PERPETUAL,60
130,84.49130343,1699790400000,ok,37089.5,36990.5,37114.0,3131320.0,37041.5,2023-11-12 12:00:00,BTC-PERPETUAL,60
131,117.38623403,1699794000000,ok,37042.0,36967.0,37157.0,4352110.0,37095.0,2023-11-12 13:00:00,BTC-PERPETUAL,60
132,82.95893868,1699797600000,ok,37103.5,37103.5,37215.5,3082580.0,37180.0,2023-11-12 14:00:00,BTC-PERPETUAL,60
133,222.50745302,1699801200000,ok,37180.0,37112.0,37259.0,8273990.0,37203.5,2023-11-12 15:00:00,BTC-PERPETUAL,60
134,150.41121335,1699804800000,ok,37199.0,37136.5,37219.5,5592630.0,37157.5,2023-11-12 16:00:00,BTC-PERPETUAL,60
135,61.31882782,1699808400000,ok,37157.5,37109.0,37157.5,2277160.0,37117.0,2023-11-12 17:00:00,BTC-PERPETUAL,60
136,139.34308845,1699812000000,ok,37119.0,37095.0,37247.5,5183560.0,37188.5,2023-11-12 18:00:00,BTC-PERPETUAL,60
137,73.26729092,1699815600000,ok,37188.5,37121.5,37201.0,2722400.0,37140.5,2023-11-12 19:00:00,BTC-PERPETUAL,60
138,44.08085236,1699819200000,ok,37140.5,37118.5,37192.0,1637660.0,37172.5,2023-11-12 20:00:00,BTC-PERPETUAL,60
139,159.78802882,1699822800000,ok,37173.0,37169.5,37237.0,5946220.0,37201.5,2023-11-12 21:00:00,BTC-PERPETUAL,60
140,114.71937937,1699826400000,ok,37202.5,37178.0,37236.5,4267760.0,37184.0,2023-11-12 22:00:00,BTC-PERPETUAL,60
141,433.47953885,1699830000000,ok,37184.0,36974.5,37238.0,16072620.0,37108.5,2023-11-12 23:00:00,BTC-PERPETUAL,60
142,280.86541677,1699833600000,ok,37108.5,37000.0,37176.5,10417370.0,37143.5,2023-11-13 00:00:00,BTC-PERPETUAL,60
143,554.7960609,1699837200000,ok,37143.5,37136.5,37461.0,20705450.0,37232.5,2023-11-13 01:00:00,BTC-PERPETUAL,60
144,137.70808928,1699840800000,ok,37232.5,37156.5,37290.0,5126090.0,37184.5,2023-11-13 02:00:00,BTC-PERPETUAL,60
145,282.62275454,1699844400000,ok,37184.5,36900.5,37198.0,10469790.0,36957.5,2023-11-13 03:00:00,BTC-PERPETUAL,60
146,381.68451243,1699848000000,ok,36957.0,36859.5,36997.0,14099150.0,36969.0,2023-11-13 04:00:00,BTC-PERPETUAL,60
147,202.79453486,1699851600000,ok,36968.5,36860.0,36968.5,7488630.0,36941.0,2023-11-13 05:00:00,BTC-PERPETUAL,60
148,231.57986608,1699855200000,ok,36951.0,36795.0,36999.0,8547080.0,36999.0,2023-11-13 06:00:00,BTC-PERPETUAL,60
149,503.48428791,1699858800000,ok,36999.0,36960.0,37079.5,18627090.0,36981.5,2023-11-13 07:00:00,BTC-PERPETUAL,60
150,243.69952608,1699862400000,ok,36981.0,36950.0,37058.0,9021270.0,37044.0,2023-11-13 08:00:00,BTC-PERPETUAL,60
151,93.68492608,1699866000000,ok,37043.5,36988.5,37059.5,3468900.0,37018.0,2023-11-13 09:00:00,BTC-PERPETUAL,60
152,296.03779806,1699869600000,ok,37018.0,36933.5,37025.5,10945650.0,37000.5,2023-11-13 10:00:00,BTC-PERPETUAL,60
153,377.73984492,1699873200000,ok,37000.0,36709.0,37000.0,13915400.0,36842.0,2023-11-13 11:00:00,BTC-PERPETUAL,60
154,436.12178706,1699876800000,ok,36834.5,36667.5,36966.5,16055630.0,36951.0,2023-11-13 12:00:00,BTC-PERPETUAL,60
155,168.85394251,1699880400000,ok,36951.0,36798.5,36965.5,6226960.0,36848.0,2023-11-13 13:00:00,BTC-PERPETUAL,60
156,689.4366026,1699884000000,ok,36848.5,36566.5,36936.0,25330310.0,36815.0,2023-11-13 14:00:00,BTC-PERPETUAL,60
157,463.83415526,1699887600000,ok,36813.0,36688.5,36909.0,17073570.0,36868.5,2023-11-13 15:00:00,BTC-PERPETUAL,60
158,555.47088955,1699891200000,ok,36861.5,36851.5,37059.5,20519820.0,36894.0,2023-11-13 16:00:00,BTC-PERPETUAL,60
159,718.35258659,1699894800000,ok,36894.0,36637.0,36894.0,26381610.0,36678.0,2023-11-13 17:00:00,BTC-PERPETUAL,60
160,488.46371805,1699898400000,ok,36678.5,36620.5,36815.0,17942150.0,36767.5,2023-11-13 18:00:00,BTC-PERPETUAL,60
161,229.96254699,1699902000000,ok,36768.0,36763.0,36868.5,8465510.0,36868.5,2023-11-13 19:00:00,BTC-PERPETUAL,60
162,342.08744762,1699905600000,ok,36868.5,36759.5,36898.0,12598010.0,36804.5,2023-11-13 20:00:00,BTC-PERPETUAL,60
163,1447.41461746,1699909200000,ok,36804.0,36337.5,36812.0,52869800.0,36494.0,2023-11-13 21:00:00,BTC-PERPETUAL,60
164,319.50975097,1699912800000,ok,36496.5,36459.5,36624.0,11679560.0,36481.0,2023-11-13 22:00:00,BTC-PERPETUAL,60
165,146.69619448,1699916400000,ok,36484.5,36474.5,36603.0,5360460.0,36475.5,2023-11-13 23:00:00,BTC-PERPETUAL,60
166,817.26096507,1699920000000,ok,36475.5,36211.0,36479.0,29696070.0,36258.5,2023-11-14 00:00:00,BTC-PERPETUAL,60
167,367.02282548,1699923600000,ok,36258.5,36227.5,36436.5,13332010.0,36343.0,2023-11-14 01:00:00,BTC-PERPETUAL,60
168,166.897117,1699927200000,ok,36339.5,36339.5,36473.0,6078770.0,36436.0,2023-11-14 02:00:00,BTC-PERPETUAL,60
169,70.67445117,1699930800000,ok,36436.0,36436.0,36503.5,2578100.0,36466.5,2023-11-14 03:00:00,BTC-PERPETUAL,60
170,90.84704657,1699934400000,ok,36465.0,36400.0,36545.0,3314380.0,36520.0,2023-11-14 04:00:00,BTC-PERPETUAL,60
171,260.25198945,1699938000000,ok,36520.0,36520.0,36647.5,9520140.0,36646.0,2023-11-14 05:00:00,BTC-PERPETUAL,60
172,200.22018971,1699941600000,ok,36647.0,36609.5,36731.5,7342180.0,36670.0,2023-11-14 06:00:00,BTC-PERPETUAL,60
173,317.07723828,1699945200000,ok,36670.0,36661.0,36731.0,11637040.0,36704.5,2023-11-14 07:00:00,BTC-PERPETUAL,60
174,321.29538243,1699948800000,ok,36705.0,36663.0,36768.0,11796120.0,36758.5,2023-11-14 08:00:00,BTC-PERPETUAL,60
175,501.00956035,1699952400000,ok,36758.0,36486.5,36758.5,18337880.0,36499.5,2023-11-14 09:00:00,BTC-PERPETUAL,60
176,1606.11708217,1699956000000,ok,36496.0,36336.5,36550.0,58520970.0,36510.0,2023-11-14 10:00:00,BTC-PERPETUAL,60
177,673.40009158,1699959600000,ok,36508.0,36241.5,36509.0,24469230.0,36276.0,2023-11-14 11:00:00,BTC-PERPETUAL,60
178,485.83891728,1699963200000,ok,36276.0,36226.0,36409.0,17636720.0,36354.5,2023-11-14 12:00:00,BTC-PERPETUAL,60
179,1090.16389131,1699966800000,ok,36366.5,36366.5,36676.0,39829700.0,36522.0,2023-11-14 13:00:00,BTC-PERPETUAL,60
180,524.02688817,1699970400000,ok,36529.0,36488.5,36717.5,19181120.0,36617.5,2023-11-14 14:00:00,BTC-PERPETUAL,60
181,2008.87671775,1699974000000,ok,36617.0,35775.0,36640.5,72545550.0,36162.0,2023-11-14 15:00:00,BTC-PERPETUAL,60
182,675.8585474,1699977600000,ok,36161.5,36132.0,36430.5,24535080.0,36279.0,2023-11-14 16:00:00,BTC-PERPETUAL,60
183,1648.93735503,1699981200000,ok,36280.0,36089.5,36392.5,59841700.0,36106.0,2023-11-14 17:00:00,BTC-PERPETUAL,60
184,4265.91233762,1699984800000,ok,36108.5,34659.5,36138.5,151060170.0,35252.0,2023-11-14 18:00:00,BTC-PERPETUAL,60
185,2046.17633662,1699988400000,ok,35252.0,35090.5,35497.5,72315140.0,35300.5,2023-11-14 19:00:00,BTC-PERPETUAL,60
186,706.25992852,1699992000000,ok,35308.0,35235.5,35485.5,24974110.0,35287.5,2023-11-14 20:00:00,BTC-PERPETUAL,60
187,652.93794113,1699995600000,ok,35293.5,35229.5,35632.0,23131300.0,35592.0,2023-11-14 21:00:00,BTC-PERPETUAL,60
188,252.20468599,1699999200000,ok,35592.0,35461.5,35641.5,8973460.0,35624.0,2023-11-14 22:00:00,BTC-PERPETUAL,60
189,328.592626,1700002800000,ok,35623.5,35524.5,35697.0,11705250.0,35568.5,2023-11-14 23:00:00,BTC-PERPETUAL,60
190,185.79447341,1700006400000,ok,35565.0,35496.0,35648.0,6604940.0,35515.0,2023-11-15 00:00:00,BTC-PERPETUAL,60
191,441.50854909,1700010000000,ok,35510.0,35426.0,35672.0,15684080.0,35438.5,2023-11-15 01:00:00,BTC-PERPETUAL,60
192,305.3619637,1700013600000,ok,35439.5,35379.5,35527.5,10825780.0,35489.0,2023-11-15 02:00:00,BTC-PERPETUAL,60
193,147.54729411,1700017200000,ok,35498.0,35396.0,35520.0,5232180.0,35400.0,2023-11-15 03:00:00,BTC-PERPETUAL,60
194,246.55462159,1700020800000,ok,35400.0,35394.0,35592.0,8756990.0,35592.0,2023-11-15 04:00:00,BTC-PERPETUAL,60
195,124.03484607,1700024400000,ok,35591.5,35557.0,35637.5,4415600.0,35613.5,2023-11-15 05:00:00,BTC-PERPETUAL,60
196,77.30719166,1700028000000,ok,35613.5,35545.5,35634.0,2751900.0,35602.0,2023-11-15 06:00:00,BTC-PERPETUAL,60
197,439.27174955,1700031600000,ok,35602.0,35563.5,35683.0,15650670.0,35602.0,2023-11-15 07:00:00,BTC-PERPETUAL,60
